Date,Open,High,Low,Close,Adj Close,Volume
2013-07-11,10.133333,10.213757,10.052910,10.213757,10.213757,3617845
2013-07-12,10.213757,10.213757,10.052910,10.133333,10.133333,1104667
2013-07-15,10.133333,10.133333,10.052910,10.052910,10.052910,1350205
2013-07-16,10.052910,10.133333,10.052910,10.052910,10.052910,1328806
2013-07-17,10.052910,10.133333,10.052910,10.052910,10.052910,1210122
2013-07-18,10.052910,10.133333,10.052910,10.052910,10.052910,1389585
2013-07-19,10.052910,10.133333,10.052910,10.052910,10.052910,600709
2013-07-22,10.052910,10.133333,10.052910,10.052910,10.052910,1451271
2013-07-23,10.052910,10.133333,10.052910,10.052910,10.052910,943383
2013-07-24,10.052910,10.133333,10.052910,10.052910,10.052910,1069615
2013-07-25,10.052910,10.133333,9.972487,9.972487,9.972487,2043748
2013-07-26,9.892063,9.892063,9.731217,9.731217,9.731217,941804
2013-07-29,9.811640,9.892063,9.731217,9.731217,9.731217,492382
2013-07-30,9.731217,9.731217,9.570370,9.650794,9.650794,540204
2013-07-31,9.731217,9.731217,9.409524,9.489947,9.489947,618216
2013-08-01,9.489947,9.570370,9.329100,9.409524,9.409524,618999
2013-08-02,9.409524,9.811640,9.409524,9.650794,9.650794,1311336
2013-08-05,9.650794,9.892063,9.650794,9.892063,9.892063,696626
2013-08-06,9.892063,9.892063,9.570370,9.570370,9.570370,652659
2013-08-12,9.650794,9.650794,9.489947,9.570370,9.570370,478841
2013-08-13,9.570370,9.650794,9.570370,9.570370,9.570370,372690
2013-08-14,9.570370,9.650794,9.489947,9.570370,9.570370,391242
2013-08-15,9.570370,9.731217,9.489947,9.731217,9.731217,457840
2013-08-16,9.731217,9.731217,9.650794,9.650794,9.650794,207278
2013-08-19,9.650794,9.731217,9.570370,9.570370,9.570370,241248
2013-08-20,9.650794,9.650794,9.409524,9.570370,9.570370,741352
2013-08-21,9.489947,9.570370,9.409524,9.489947,9.489947,318340
2013-08-22,9.409524,9.409524,9.248677,9.329100,9.329100,818021
2013-08-23,9.329100,9.409524,9.168254,9.168254,9.168254,529498
2013-08-26,9.168254,9.248677,8.846561,8.846561,8.846561,859502
2013-08-27,8.846561,8.926984,8.364021,8.444444,8.444444,665304
2013-08-28,8.283598,8.364021,8.042328,8.203174,8.203174,1144506
2013-08-29,8.203174,8.685714,8.203174,8.685714,8.685714,708749
2013-08-30,8.685714,8.846561,8.283598,8.283598,8.283598,326683
2013-09-02,8.364021,8.364021,8.203174,8.283598,8.283598,208633
