Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,1.121700,1.121700,1.121700,1.121700,1.121700,0
2016-10-05,1.121100,1.121100,1.121100,1.121100,1.121100,0
2016-10-06,1.121000,1.121000,1.121000,1.121000,1.121000,0
2016-10-07,1.119600,1.119600,1.119600,1.119600,1.119600,0
2016-10-10,1.119700,1.119700,1.119700,1.119700,1.119700,0
2016-10-11,1.118400,1.118400,1.118400,1.118400,1.118400,0
2016-10-12,1.117200,1.117200,1.117200,1.117200,1.117200,0
2016-10-13,1.115400,1.115400,1.115400,1.115400,1.115400,0
2016-10-14,1.115600,1.115600,1.115600,1.115600,1.115600,0
2016-10-17,1.115400,1.115400,1.115400,1.115400,1.115400,0
2016-10-18,1.115800,1.115800,1.115800,1.115800,1.115800,0
2016-10-19,1.115500,1.115500,1.115500,1.115500,1.115500,0
2016-10-20,1.115500,1.115500,1.115500,1.115500,1.115500,0
2016-10-21,1.116300,1.116300,1.116300,1.116300,1.116300,0
2016-10-24,1.117500,1.117500,1.117500,1.117500,1.117500,0
2016-10-25,1.117900,1.117900,1.117900,1.117900,1.117900,0
2016-10-26,1.119000,1.119000,1.119000,1.119000,1.119000,0
2016-10-27,1.118800,1.118800,1.118800,1.118800,1.118800,0
2016-10-28,1.117500,1.117500,1.117500,1.117500,1.117500,0
2016-10-31,1.118000,1.118000,1.118000,1.118000,1.118000,100
2016-11-01,1.118300,1.118300,1.118300,1.118300,1.118300,0
2016-11-02,1.117800,1.117800,1.117800,1.117800,1.117800,0
2016-11-03,1.118200,1.118200,1.118200,1.118200,1.118200,0
2016-11-04,1.118100,1.118100,1.118100,1.118100,1.118100,0
2016-11-07,1.118100,1.118100,1.118100,1.118100,1.118100,0
2016-11-08,1.117800,1.117800,1.117800,1.117800,1.117800,0
2016-11-09,1.116800,1.116800,1.116800,1.116800,1.116800,0
2016-11-10,1.112100,1.112100,1.112100,1.112100,1.112100,0
2016-11-11,1.108000,1.108000,1.103000,1.103000,1.103000,150000
2016-11-14,1.089800,1.089800,1.089800,1.089800,1.089800,0
2016-11-15,1.086500,1.086500,1.086500,1.086500,1.086500,0
2016-11-16,1.088600,1.088600,1.088600,1.088600,1.088600,0
2016-11-17,1.084000,1.084000,1.084000,1.084000,1.084000,100000
2016-11-18,1.073800,1.073800,1.073800,1.073800,1.073800,0
2016-11-21,1.073400,1.073400,1.073400,1.073400,1.073400,0
2016-11-22,1.082000,1.082000,1.082000,1.082000,1.082000,25000
2016-11-23,1.076100,1.076100,1.076100,1.076100,1.076100,0
2016-11-24,1.074100,1.074100,1.074100,1.074100,1.074100,0
2016-11-25,1.073500,1.073500,1.073500,1.073500,1.073500,0
2016-11-28,1.075400,1.075400,1.075400,1.075400,1.075400,0
2016-11-29,1.070000,1.070000,1.070000,1.070000,1.070000,1000
2016-11-30,1.075100,1.075100,1.075100,1.075100,1.075100,0
2016-12-01,1.076400,1.076400,1.076400,1.076400,1.076400,0
2016-12-02,1.077400,1.077400,1.077400,1.077400,1.077400,0
2016-12-05,1.081900,1.081900,1.081900,1.081900,1.081900,0
2016-12-06,1.085500,1.085500,1.085500,1.085500,1.085500,0
2016-12-07,1.090400,1.090400,1.090400,1.090400,1.090400,0
2016-12-08,1.093800,1.093800,1.093800,1.093800,1.093800,0
2016-12-09,1.094800,1.094800,1.094800,1.094800,1.094800,0
2016-12-13,1.094600,1.094600,1.094600,1.094600,1.094600,0
2016-12-14,1.095000,1.095000,1.095000,1.095000,1.095000,0
2016-12-15,1.083000,1.083000,1.083000,1.083000,1.083000,40000
2016-12-16,1.087200,1.087200,1.087200,1.087200,1.087200,0
2016-12-19,1.087200,1.087200,1.087200,1.087200,1.087200,0
2016-12-20,1.088600,1.088600,1.088600,1.088600,1.088600,0
2016-12-21,1.089600,1.089600,1.089600,1.089600,1.089600,0
2016-12-22,1.090000,1.090000,1.090000,1.090000,1.090000,0
2016-12-23,1.090600,1.090600,1.090600,1.090600,1.090600,0
2016-12-27,1.091100,1.091100,1.091100,1.091100,1.091100,0
2016-12-28,1.091300,1.091300,1.091300,1.091300,1.091300,0
2016-12-29,1.110000,1.110000,1.110000,1.110000,1.110000,100
2016-12-30,1.092300,1.092300,1.092300,1.092300,1.092300,0
2017-01-02,null,null,null,null,null,null
2017-01-03,1.093000,1.093000,1.093000,1.093000,1.093000,0
2017-01-04,1.092100,1.092100,1.092100,1.092100,1.092100,0
2017-01-05,1.110000,1.110000,1.110000,1.110000,1.110000,7800
2017-01-06,1.094000,1.094000,1.094000,1.094000,1.094000,0
2017-01-09,1.093600,1.093600,1.093600,1.093600,1.093600,0
2017-01-10,1.093900,1.093900,1.093900,1.093900,1.093900,0
2017-01-11,1.092900,1.092900,1.092900,1.092900,1.092900,0
2017-01-12,1.095300,1.095300,1.095300,1.095300,1.095300,0
2017-01-13,1.094500,1.094500,1.094500,1.094500,1.094500,0
2017-01-16,1.110000,1.110000,1.110000,1.110000,1.110000,2000
2017-01-17,1.094600,1.094600,1.094600,1.094600,1.094600,0
2017-01-18,1.096400,1.096400,1.096400,1.096400,1.096400,0
2017-01-19,1.096000,1.096000,1.096000,1.096000,1.096000,0
2017-01-20,1.098100,1.098100,1.098100,1.098100,1.098100,0
2017-01-23,1.100500,1.100500,1.100500,1.100500,1.100500,0
2017-01-24,1.115000,1.115000,1.115000,1.115000,1.115000,3500
2017-01-25,1.102900,1.102900,1.102900,1.102900,1.102900,0
2017-01-26,1.102900,1.102900,1.102900,1.102900,1.102900,0
2017-01-27,1.103100,1.103100,1.103100,1.103100,1.103100,0
2017-01-31,1.104300,1.104300,1.104300,1.104300,1.104300,0
2017-02-02,1.103800,1.103800,1.103800,1.103800,1.103800,0
2017-02-03,1.103900,1.103900,1.103900,1.103900,1.103900,0
2017-02-06,1.104400,1.104400,1.104400,1.104400,1.104400,0
2017-02-07,1.105100,1.105100,1.105100,1.105100,1.105100,0
2017-02-08,null,null,null,null,null,null
2017-02-10,1.104300,1.104300,1.104300,1.104300,1.104300,0
2017-02-13,1.104900,1.104900,1.104900,1.104900,1.104900,0
2017-02-14,1.105300,1.105300,1.105300,1.105300,1.105300,0
2017-02-15,1.105700,1.105700,1.105700,1.105700,1.105700,0
2017-02-16,1.114000,1.114000,1.110000,1.110000,1.110000,17500
2017-02-17,1.106900,1.106900,1.106900,1.106900,1.106900,0
2017-02-20,1.108400,1.108400,1.108400,1.108400,1.108400,0
2017-02-21,1.108500,1.108500,1.108500,1.108500,1.108500,0
2017-02-22,1.109400,1.109400,1.109400,1.109400,1.109400,0
2017-02-23,1.110100,1.110100,1.110100,1.110100,1.110100,0
2017-02-24,1.110700,1.110700,1.110700,1.110700,1.110700,0
2017-02-27,1.111100,1.111100,1.111100,1.111100,1.111100,0
2017-02-28,1.110400,1.110400,1.110400,1.110400,1.110400,0
2017-03-01,1.109100,1.109100,1.109100,1.109100,1.109100,0
2017-03-02,1.109000,1.109000,1.109000,1.109000,1.109000,0
2017-03-03,1.105500,1.105500,1.105500,1.105500,1.105500,0
2017-03-06,1.106600,1.106600,1.106600,1.106600,1.106600,0
2017-03-07,1.106300,1.106300,1.106300,1.106300,1.106300,0
2017-03-08,1.105700,1.105700,1.105700,1.105700,1.105700,0
2017-03-09,1.104700,1.104700,1.104700,1.104700,1.104700,0
2017-03-10,1.103700,1.103700,1.103700,1.103700,1.103700,0
2017-03-13,1.103900,1.103900,1.103900,1.103900,1.103900,0
2017-03-14,1.104200,1.104200,1.104200,1.104200,1.104200,0
2017-03-15,1.104600,1.104600,1.104600,1.104600,1.104600,0
2017-03-16,1.106200,1.106200,1.106200,1.106200,1.106200,0
2017-03-17,1.100000,1.100000,1.100000,1.100000,1.100000,6000
2017-03-20,1.107500,1.107500,1.107500,1.107500,1.107500,0
2017-03-21,1.107700,1.107700,1.107700,1.107700,1.107700,0
2017-03-22,1.108300,1.108300,1.108300,1.108300,1.108300,0
2017-03-23,1.108000,1.108000,1.108000,1.108000,1.108000,0
2017-03-24,1.108000,1.108000,1.108000,1.108000,1.108000,0
2017-03-27,1.108200,1.108200,1.108200,1.108200,1.108200,0
2017-03-28,1.108100,1.108100,1.108100,1.108100,1.108100,0
2017-03-29,1.107200,1.107200,1.107200,1.107200,1.107200,0
2017-03-30,1.107400,1.107400,1.107400,1.107400,1.107400,0
2017-03-31,1.107500,1.107500,1.107500,1.107500,1.107500,0
2017-04-03,1.108000,1.108000,1.108000,1.108000,1.108000,0
2017-04-04,1.108100,1.108100,1.108100,1.108100,1.108100,0
